x	y	network	task
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
5	3	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
7	5	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
5	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
5	3	TF-TG	Subsampled holdout
5	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
4	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	4	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
8	6	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	2	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
18	12	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
5	4	TF-TG	Subsampled holdout
4	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	4	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
7	6	TF-TG	Subsampled holdout
5	2	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
5	3	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
3	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
6	4	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
6	5	TF-TG	Subsampled holdout
8	6	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
7	4	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
5	4	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
7	5	TF-TG	Subsampled holdout
3	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
6	4	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
3	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	4	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	2	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
22	18	TF-TG	Subsampled holdout
6	3	TF-TG	Subsampled holdout
6	3	TF-TG	Subsampled holdout
3	2	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
5	5	TF-TG	Subsampled holdout
3	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
6	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
4	3	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
1	1	TF-TG	Subsampled holdout
2	2	TF-TG	Subsampled holdout
75	1	PPI	Systematic holdout
3	2	PPI	Systematic holdout
90	1	PPI	Systematic holdout
218	2	PPI	Systematic holdout
352	1	PPI	Systematic holdout
64	7	PPI	Systematic holdout
23	1	PPI	Systematic holdout
35	1	PPI	Systematic holdout
50	2	PPI	Systematic holdout
37	3	PPI	Systematic holdout
28	1	PPI	Systematic holdout
125	1	PPI	Systematic holdout
21	2	PPI	Systematic holdout
52	2	PPI	Systematic holdout
68	1	PPI	Systematic holdout
30	1	PPI	Systematic holdout
13	2	PPI	Systematic holdout
16	6	PPI	Systematic holdout
55	35	PPI	Systematic holdout
23	1	PPI	Systematic holdout
28	2	PPI	Systematic holdout
164	1	PPI	Systematic holdout
22	2	PPI	Systematic holdout
236	1	PPI	Systematic holdout
33	3	PPI	Systematic holdout
4	2	PPI	Systematic holdout
42	1	PPI	Systematic holdout
18	5	PPI	Systematic holdout
159	2	PPI	Systematic holdout
51	3	PPI	Systematic holdout
96	26	PPI	Systematic holdout
21	3	PPI	Systematic holdout
3	1	PPI	Systematic holdout
2	1	PPI	Systematic holdout
117	1	PPI	Systematic holdout
11	2	PPI	Systematic holdout
151	1	PPI	Systematic holdout
35	2	PPI	Systematic holdout
156	6	PPI	Systematic holdout
36	6	PPI	Systematic holdout
84	1	PPI	Systematic holdout
72	1	PPI	Systematic holdout
9	0	PPI	Systematic holdout
123	1	PPI	Systematic holdout
327	5	PPI	Systematic holdout
143	2	PPI	Systematic holdout
596	5	PPI	Systematic holdout
215	3	PPI	Systematic holdout
123	5	PPI	Systematic holdout
40	6	PPI	Systematic holdout
330	1	PPI	Systematic holdout
230	10	PPI	Systematic holdout
166	1	PPI	Systematic holdout
107	2	PPI	Systematic holdout
167	1	PPI	Systematic holdout
138	2	PPI	Systematic holdout
271	8	PPI	Systematic holdout
273	7	PPI	Systematic holdout
48	3	PPI	Systematic holdout
127	3	PPI	Systematic holdout
200	1	PPI	Systematic holdout
126	1	PPI	Systematic holdout
206	4	PPI	Systematic holdout
61	2	PPI	Systematic holdout
434	1	PPI	Systematic holdout
328	14	PPI	Systematic holdout
247	1	PPI	Systematic holdout
269	2	PPI	Systematic holdout
345	8	PPI	Systematic holdout
323	2	PPI	Systematic holdout
219	1	PPI	Systematic holdout
481	7	PPI	Systematic holdout
231	8	PPI	Systematic holdout
220	12	PPI	Systematic holdout
240	22	PPI	Systematic holdout
585	4	PPI	Systematic holdout
185	1	PPI	Systematic holdout
289	14	PPI	Systematic holdout
189	5	PPI	Systematic holdout
128	1	PPI	Systematic holdout
127	1	PPI	Systematic holdout
248	127	PPI	Systematic holdout
127	1	PPI	Systematic holdout
330	5	PPI	Systematic holdout
47	3	PPI	Systematic holdout
125	11	PPI	Systematic holdout
183	2	PPI	Systematic holdout
162	3	PPI	Systematic holdout
630	2	PPI	Systematic holdout
304	27	PPI	Systematic holdout
246	0	PPI	Systematic holdout
104	1	PPI	Systematic holdout
360	11	PPI	Systematic holdout
75	2	PPI	Systematic holdout
386	2	PPI	Systematic holdout
76	1	PPI	Systematic holdout
91	0	PPI	Systematic holdout
235	2	PPI	Systematic holdout
331	1	PPI	Systematic holdout
127	1	PPI	Systematic holdout
52	3	PPI	Systematic holdout
151	1	PPI	Systematic holdout
121	5	PPI	Systematic holdout
120	10	PPI	Systematic holdout
358	35	PPI	Systematic holdout
84	1	PPI	Systematic holdout
313	5	PPI	Systematic holdout
238	4	PPI	Systematic holdout
108	1	PPI	Systematic holdout
252	4	PPI	Systematic holdout
45	1	PPI	Systematic holdout
70	1	PPI	Systematic holdout
188	4	PPI	Systematic holdout
107	2	PPI	Systematic holdout
317	2	PPI	Systematic holdout
182	2	PPI	Systematic holdout
164	5	PPI	Systematic holdout
304	28	PPI	Systematic holdout
218	8	PPI	Systematic holdout
91	1	PPI	Systematic holdout
129	0	PPI	Systematic holdout
122	1	PPI	Systematic holdout
396	2	PPI	Systematic holdout
117	1	PPI	Systematic holdout
107	1	PPI	Systematic holdout
107	1	PPI	Systematic holdout
268	6	PPI	Systematic holdout
107	1	PPI	Systematic holdout
162	2	PPI	Systematic holdout
91	1	PPI	Systematic holdout
105	5	PPI	Systematic holdout
346	5	PPI	Systematic holdout
445	2	PPI	Systematic holdout
323	2	PPI	Systematic holdout
157	2	PPI	Systematic holdout
346	47	PPI	Systematic holdout
125	4	PPI	Systematic holdout
239	1	PPI	Systematic holdout
119	12	PPI	Systematic holdout
207	1	PPI	Systematic holdout
53	6	PPI	Systematic holdout
56	4	PPI	Systematic holdout
251	1	PPI	Systematic holdout
227	2	PPI	Systematic holdout
123	3	PPI	Systematic holdout
216	3	PPI	Systematic holdout
248	3	PPI	Systematic holdout
222	3	PPI	Systematic holdout
164	6	PPI	Systematic holdout
174	13	PPI	Systematic holdout
443	19	PPI	Systematic holdout
163	83	PPI	Systematic holdout
200	1	PPI	Systematic holdout
140	4	PPI	Systematic holdout
97	1	PPI	Systematic holdout
155	4	PPI	Systematic holdout
91	3	PPI	Systematic holdout
179	6	PPI	Systematic holdout
581	3	PPI	Systematic holdout
171	1	PPI	Systematic holdout
390	1	PPI	Systematic holdout
52	8	PPI	Systematic holdout
158	16	PPI	Systematic holdout
273	1	PPI	Systematic holdout
197	1	PPI	Systematic holdout
334	6	PPI	Systematic holdout
310	5	PPI	Systematic holdout
99	2	PPI	Systematic holdout
275	1	PPI	Systematic holdout
247	8	PPI	Systematic holdout
96	3	PPI	Systematic holdout
118	1	PPI	Systematic holdout
74	1	PPI	Systematic holdout
59	1	PPI	Systematic holdout
39	15	PPI	Systematic holdout
39	1	PPI	Systematic holdout
85	1	PPI	Systematic holdout
338	1	PPI	Systematic holdout
288	1	PPI	Systematic holdout
592	2	PPI	Systematic holdout
204	1	PPI	Systematic holdout
110	27	PPI	Systematic holdout
158	26	PPI	Systematic holdout
145	11	PPI	Systematic holdout
359	2	PPI	Systematic holdout
193	16	PPI	Systematic holdout
142	2	PPI	Systematic holdout
96	11	PPI	Systematic holdout
53	8	PPI	Systematic holdout
81	19	PPI	Systematic holdout
72	1	PPI	Systematic holdout
54	11	PPI	Systematic holdout
180	1	PPI	Systematic holdout
386	2	PPI	Systematic holdout
366	4	PPI	Systematic holdout
103	2	PPI	Systematic holdout
129	4	PPI	Systematic holdout
395	2	PPI	Systematic holdout
259	7	PPI	Systematic holdout
91	1	PPI	Systematic holdout
80	1	PPI	Systematic holdout
71	7	PPI	Systematic holdout
421	1	PPI	Systematic holdout
543	5	PPI	Systematic holdout
200	10	PPI	Systematic holdout
125	3	PPI	Systematic holdout
244	1	PPI	Systematic holdout
95	1	PPI	Systematic holdout
308	2	PPI	Systematic holdout
160	8	PPI	Systematic holdout
363	0	PPI	Systematic holdout
94	2	PPI	Systematic holdout
86	9	PPI	Systematic holdout
115	1	PPI	Systematic holdout
65	1	PPI	Systematic holdout
152	1	PPI	Systematic holdout
233	13	PPI	Systematic holdout
212	57	PPI	Systematic holdout
63	2	PPI	Systematic holdout
189	12	PPI	Systematic holdout
176	16	PPI	Systematic holdout
224	1	PPI	Systematic holdout
171	3	PPI	Systematic holdout
356	2	PPI	Systematic holdout
244	0	PPI	Systematic holdout
106	1	PPI	Systematic holdout
182	48	PPI	Systematic holdout
245	4	PPI	Systematic holdout
227	3	PPI	Systematic holdout
432	3	PPI	Systematic holdout
483	2	PPI	Systematic holdout
82	1	PPI	Systematic holdout
29	2	PPI	Systematic holdout
71	3	PPI	Systematic holdout
383	5	PPI	Systematic holdout
13	1	PPI	Systematic holdout
67	7	PPI	Systematic holdout
77	1	PPI	Systematic holdout
136	4	PPI	Systematic holdout
164	40	PPI	Systematic holdout
225	2	PPI	Systematic holdout
219	4	PPI	Systematic holdout
141	1	PPI	Systematic holdout
79	1	PPI	Systematic holdout
387	64	PPI	Systematic holdout
69	2	PPI	Systematic holdout
261	5	PPI	Systematic holdout
137	9	PPI	Systematic holdout
349	7	PPI	Systematic holdout
150	2	PPI	Systematic holdout
20	1	PPI	Systematic holdout
65	2	PPI	Systematic holdout
105	34	PPI	Systematic holdout
244	1	PPI	Systematic holdout
274	12	PPI	Systematic holdout
145	5	PPI	Systematic holdout
137	1	PPI	Systematic holdout
257	1	PPI	Systematic holdout
114	1	PPI	Systematic holdout
124	3	PPI	Systematic holdout
151	2	PPI	Systematic holdout
446	1	PPI	Systematic holdout
225	2	PPI	Systematic holdout
43	1	PPI	Systematic holdout
99	16	PPI	Systematic holdout
148	9	PPI	Systematic holdout
112	1	PPI	Systematic holdout
122	1	PPI	Systematic holdout
47	10	PPI	Systematic holdout
163	1	PPI	Systematic holdout
356	1	PPI	Systematic holdout
72	26	PPI	Systematic holdout
446	5	PPI	Systematic holdout
60	1	PPI	Systematic holdout
266	8	PPI	Systematic holdout
182	1	PPI	Systematic holdout
187	1	PPI	Systematic holdout
174	32	PPI	Systematic holdout
418	1	PPI	Systematic holdout
48	1	PPI	Systematic holdout
151	3	PPI	Systematic holdout
97	6	PPI	Systematic holdout
332	32	PPI	Systematic holdout
85	1	PPI	Systematic holdout
192	1	PPI	Systematic holdout
118	1	PPI	Systematic holdout
82	1	PPI	Systematic holdout
308	2	PPI	Systematic holdout
241	2	PPI	Systematic holdout
199	12	PPI	Systematic holdout
239	1	PPI	Systematic holdout
190	1	PPI	Systematic holdout
587	2	PPI	Systematic holdout
301	1	PPI	Systematic holdout
298	6	PPI	Systematic holdout
207	1	PPI	Systematic holdout
127	2	PPI	Systematic holdout
203	2	PPI	Systematic holdout
395	1	PPI	Systematic holdout
21	3	PPI	Systematic holdout
120	1	PPI	Systematic holdout
447	3	PPI	Systematic holdout
304	1	PPI	Systematic holdout
214	2	PPI	Systematic holdout
86	1	PPI	Systematic holdout
50	2	PPI	Systematic holdout
141	6	PPI	Systematic holdout
90	27	PPI	Systematic holdout
143	2	PPI	Systematic holdout
85	0	PPI	Systematic holdout
165	1	PPI	Systematic holdout
71	3	PPI	Systematic holdout
223	7	PPI	Systematic holdout
145	1	PPI	Systematic holdout
96	11	PPI	Systematic holdout
223	1	PPI	Systematic holdout
200	7	PPI	Systematic holdout
273	4	PPI	Systematic holdout
118	4	PPI	Systematic holdout
215	2	PPI	Systematic holdout
83	1	PPI	Systematic holdout
100	1	PPI	Systematic holdout
294	1	PPI	Systematic holdout
294	4	PPI	Systematic holdout
118	7	PPI	Systematic holdout
400	3	PPI	Systematic holdout
11	2	PPI	Systematic holdout
84	5	PPI	Systematic holdout
330	1	PPI	Systematic holdout
211	6	PPI	Systematic holdout
136	1	PPI	Systematic holdout
49	2	PPI	Systematic holdout
21	1	PPI	Systematic holdout
258	3	PPI	Systematic holdout
98	4	PPI	Systematic holdout
359	1	PPI	Systematic holdout
58	10	PPI	Systematic holdout
207	17	PPI	Systematic holdout
182	4	PPI	Systematic holdout
169	2	PPI	Systematic holdout
90	41	PPI	Systematic holdout
233	46	PPI	Systematic holdout
138	5	PPI	Systematic holdout
68	2	PPI	Systematic holdout
81	3	PPI	Systematic holdout
238	20	PPI	Systematic holdout
187	1	PPI	Systematic holdout
162	0	PPI	Systematic holdout
176	1	PPI	Systematic holdout
98	1	PPI	Systematic holdout
50	2	PPI	Systematic holdout
55	1	PPI	Systematic holdout
207	2	PPI	Systematic holdout
256	1	PPI	Systematic holdout
116	41	PPI	Systematic holdout
352	10	PPI	Systematic holdout
302	10	PPI	Systematic holdout
77	3	PPI	Systematic holdout
79	1	PPI	Systematic holdout
160	1	PPI	Systematic holdout
400	1	PPI	Systematic holdout
116	1	PPI	Systematic holdout
34	1	PPI	Systematic holdout
508	1	PPI	Systematic holdout
100	3	PPI	Systematic holdout
154	1	PPI	Systematic holdout
26	2	PPI	Systematic holdout
102	9	PPI	Systematic holdout
204	13	PPI	Systematic holdout
48	2	PPI	Systematic holdout
86	1	PPI	Systematic holdout
226	15	PPI	Systematic holdout
336	5	PPI	Systematic holdout
282	3	PPI	Systematic holdout
68	1	PPI	Systematic holdout
47	10	PPI	Systematic holdout
248	47	PPI	Systematic holdout
71	41	PPI	Systematic holdout
279	1	PPI	Systematic holdout
132	10	PPI	Systematic holdout
327	10	PPI	Systematic holdout
155	5	PPI	Systematic holdout
149	23	PPI	Systematic holdout
104	17	PPI	Systematic holdout
158	1	PPI	Systematic holdout
214	4	PPI	Systematic holdout
111	4	PPI	Systematic holdout
116	2	PPI	Systematic holdout
146	6	PPI	Systematic holdout
181	3	PPI	Systematic holdout
127	7	PPI	Systematic holdout
204	9	PPI	Systematic holdout
63	1	PPI	Systematic holdout
241	2	PPI	Systematic holdout
91	1	PPI	Systematic holdout
118	3	PPI	Systematic holdout
225	2	PPI	Systematic holdout
397	2	PPI	Systematic holdout
45	1	PPI	Systematic holdout
240	33	PPI	Systematic holdout
242	1	PPI	Systematic holdout
68	0	PPI	Systematic holdout
127	5	PPI	Systematic holdout
125	6	PPI	Systematic holdout
142	3	PPI	Systematic holdout
81	1	PPI	Systematic holdout
22	18	PPI	Systematic holdout
81	2	PPI	Systematic holdout
182	1	PPI	Systematic holdout
85	3	PPI	Systematic holdout
159	5	PPI	Systematic holdout
234	4	PPI	Systematic holdout
175	13	PPI	Systematic holdout
228	13	PPI	Systematic holdout
150	4	PPI	Systematic holdout
80	4	PPI	Systematic holdout
96	1	PPI	Systematic holdout
64	1	PPI	Systematic holdout
59	3	PPI	Systematic holdout
240	2	PPI	Systematic holdout
72	9	PPI	Systematic holdout
430	1	PPI	Systematic holdout
202	9	PPI	Systematic holdout
135	4	PPI	Systematic holdout
180	3	PPI	Systematic holdout
57	55	PPI	Systematic holdout
274	4	PPI	Systematic holdout
175	20	PPI	Systematic holdout
166	1	PPI	Systematic holdout
176	5	PPI	Systematic holdout
100	6	PPI	Systematic holdout
222	5	PPI	Systematic holdout
150	2	PPI	Systematic holdout
197	2	PPI	Systematic holdout
143	1	PPI	Systematic holdout
64	1	PPI	Systematic holdout
101	1	PPI	Systematic holdout
16	3	PPI	Systematic holdout
123	2	PPI	Systematic holdout
223	3	PPI	Systematic holdout
199	4	PPI	Systematic holdout
2	1	PPI	Systematic holdout
549	2	PPI	Systematic holdout
324	5	PPI	Systematic holdout
287	2	PPI	Systematic holdout
170	6	PPI	Systematic holdout
112	2	PPI	Systematic holdout
88	2	PPI	Systematic holdout
213	7	PPI	Systematic holdout
152	1	PPI	Systematic holdout
119	1	PPI	Systematic holdout
155	3	PPI	Systematic holdout
68	52	PPI	Systematic holdout
202	3	PPI	Systematic holdout
102	4	PPI	Systematic holdout
164	2	PPI	Systematic holdout
443	9	PPI	Systematic holdout
75	1	PPI	Systematic holdout
161	1	PPI	Systematic holdout
135	7	PPI	Systematic holdout
33	1	PPI	Systematic holdout
40	1	PPI	Systematic holdout
400	7	PPI	Systematic holdout
93	2	PPI	Systematic holdout
67	3	PPI	Systematic holdout
38	6	PPI	Systematic holdout
193	4	PPI	Systematic holdout
172	1	PPI	Systematic holdout
121	3	PPI	Systematic holdout
109	2	PPI	Systematic holdout
132	33	PPI	Systematic holdout
55	2	PPI	Systematic holdout
97	11	PPI	Systematic holdout
167	6	PPI	Systematic holdout
249	8	PPI	Systematic holdout
198	1	PPI	Systematic holdout
135	20	PPI	Systematic holdout
117	6	PPI	Systematic holdout
171	3	PPI	Systematic holdout
170	1	PPI	Systematic holdout
131	19	PPI	Systematic holdout
238	3	PPI	Systematic holdout
98	5	PPI	Systematic holdout
677	1	PPI	Systematic holdout
423	1	PPI	Systematic holdout
287	2	PPI	Systematic holdout
476	1	PPI	Systematic holdout
199	2	PPI	Systematic holdout
588	6	PPI	Systematic holdout
305	23	PPI	Systematic holdout
121	1	PPI	Systematic holdout
283	2	PPI	Systematic holdout
135	3	PPI	Systematic holdout
262	1	PPI	Systematic holdout
91	1	PPI	Systematic holdout
33	1	PPI	Systematic holdout
760	12	PPI	Systematic holdout
939	1	PPI	Systematic holdout
139	1	PPI	Systematic holdout
494	2	PPI	Systematic holdout
144	2	PPI	Systematic holdout
1330	2	PPI	Systematic holdout
407	1	PPI	Systematic holdout
131	6	PPI	Systematic holdout
93	2	PPI	Systematic holdout
123	7	PPI	Systematic holdout
360	9	PPI	Systematic holdout
126	13	PPI	Systematic holdout
551	4	PPI	Systematic holdout
272	1	PPI	Systematic holdout
331	1	PPI	Systematic holdout
118	1	PPI	Systematic holdout
339	1	PPI	Systematic holdout
127	1	PPI	Systematic holdout
316	1	PPI	Systematic holdout
139	1	PPI	Systematic holdout
357	2	PPI	Systematic holdout
552	1	PPI	Systematic holdout
213	7	PPI	Systematic holdout
264	6	PPI	Systematic holdout
14	1	PPI	Systematic holdout
139	2	PPI	Systematic holdout
215	1	PPI	Systematic holdout
342	1	PPI	Systematic holdout
349	4	PPI	Systematic holdout
358	1	PPI	Systematic holdout
386	1	PPI	Systematic holdout
157	2	PPI	Systematic holdout
387	1	PPI	Systematic holdout
107	8	PPI	Systematic holdout
341	7	PPI	Systematic holdout
1850	2	PPI	Systematic holdout
170	3	PPI	Systematic holdout
146	2	PPI	Systematic holdout
98	2	PPI	Systematic holdout
198	1	PPI	Systematic holdout
89	1	PPI	Systematic holdout
76	1	PPI	Systematic holdout
237	1	PPI	Systematic holdout
192	2	PPI	Systematic holdout
293	9	PPI	Systematic holdout
46	1	PPI	Systematic holdout
168	0	PPI	Systematic holdout
365	1	PPI	Systematic holdout
135	1	PPI	Systematic holdout
333	3	PPI	Systematic holdout
684	2	PPI	Systematic holdout
56	2	PPI	Systematic holdout
169	2	PPI	Systematic holdout
644	1	PPI	Systematic holdout
148	1	PPI	Systematic holdout
147	2	PPI	Systematic holdout
218	1	PPI	Systematic holdout
255	2	PPI	Systematic holdout
265	11	PPI	Systematic holdout
265	6	PPI	Systematic holdout
80	4	PPI	Systematic holdout
64	1	PPI	Systematic holdout
52	1	PPI	Systematic holdout
420	1	PPI	Systematic holdout
532	1	PPI	Systematic holdout
563	2	PPI	Systematic holdout
591	2	PPI	Systematic holdout
73	1	PPI	Systematic holdout
285	1	PPI	Systematic holdout
956	1	PPI	Systematic holdout
663	2	PPI	Systematic holdout
169	1	PPI	Systematic holdout
165	1	PPI	Systematic holdout
174	1	PPI	Systematic holdout
124	1	PPI	Systematic holdout
216	1	PPI	Systematic holdout
195	1	PPI	Systematic holdout
593	2	PPI	Systematic holdout
384	11	PPI	Systematic holdout
184	1	PPI	Systematic holdout
184	1	PPI	Systematic holdout
162	0	PPI	Systematic holdout
337	4	PPI	Systematic holdout
294	1	PPI	Systematic holdout
590	3	PPI	Systematic holdout
57	1	PPI	Systematic holdout
112	5	PPI	Systematic holdout
307	1	PPI	Systematic holdout
81	2	PPI	Systematic holdout
663	19	PPI	Systematic holdout
241	2	PPI	Systematic holdout
395	10	PPI	Systematic holdout
310	1	PPI	Systematic holdout
261	5	PPI	Systematic holdout
666	1	PPI	Systematic holdout
87	1	PPI	Systematic holdout
265	2	PPI	Systematic holdout
573	2	PPI	Systematic holdout
383	3	PPI	Systematic holdout
47	1	PPI	Systematic holdout
291	3	PPI	Systematic holdout
766	1	PPI	Systematic holdout
263	2	PPI	Systematic holdout
257	1	PPI	Systematic holdout
319	1	PPI	Systematic holdout
232	2	PPI	Systematic holdout
416	8	PPI	Systematic holdout
87	2	PPI	Systematic holdout
437	5	PPI	Systematic holdout
139	4	PPI	Systematic holdout
421	19	PPI	Systematic holdout
237	26	PPI	Systematic holdout
262	2	PPI	Systematic holdout
51	1	PPI	Systematic holdout
482	19	PPI	Systematic holdout
101	1	PPI	Systematic holdout
101	2	PPI	Systematic holdout
482	1	PPI	Systematic holdout
49	2	PPI	Systematic holdout
105	1	PPI	Systematic holdout
306	5	PPI	Systematic holdout
34	3	PPI	Systematic holdout
383	13	PPI	Systematic holdout
135	1	PPI	Systematic holdout
